symbol,Name,MarketCap,IPOyear,Sector,Industry,,,,,
SGOC,"SGOCO Group, Ltd",$128.77M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,
SHAK,"Shake Shack, Inc.",$3.4B,2015,Consumer Services,Restaurants,,,,,
SMED,Sharps Compliance Corp.,$131.06M,n/a,Basic Industries,Environmental Services,,,,,
SHSP,"SharpSpring, Inc.",$179.98M,n/a,Technology,Computer Software: Prepackaged Software,,,,,
STTK,"Shattuck Labs, Inc.",$1.51B,2020,Health Care,Major Pharmaceuticals,,,,,
SJR,Shaw Communications Inc.,$8.92B,n/a,Consumer Services,Television Services,,,,,
SHLX,"Shell Midstream Partners, L.P.",$4.04B,2014,Energy,Natural Gas Distribution,,,,,
SHEN,Shenandoah Telecommunications Co,$2.22B,n/a,Public Utilities,Telecommunications Equipment,,,,,
SHW,Sherwin-Williams Company (The),$67.9B,n/a,Consumer Services,RETAIL: Building Materials,,,,,
SFT,"Shift Technologies, Inc.",$770.98M,2019,Consumer Durables,Automotive Aftermarket,,,,,
SFTTW,"Shift Technologies, Inc.",n/a,2019,Consumer Durables,Automotive Aftermarket,,,,,
FOUR,"Shift4 Payments, Inc.",$4.93B,2020,Miscellaneous,Business Services,,,,,
PIXY,"ShiftPixy, Inc.",$49.75M,2017,Technology,Diversified Commercial Services,,,,,
SCCI,"Shimmick Construction Company, Inc.",n/a,n/a,n/a,n/a,,,,,
TYHT,"Shineco, Inc.",$10.75M,2016,Consumer Non-Durables,Farming/Seeds/Milling,,,,,
SHG,Shinhan Financial Group Co Ltd,$15.39B,n/a,Finance,Major Banks,,,,,
SWAV,"ShockWave Medical, Inc.",$3.35B,2019,Health Care,Medical/Dental Instruments,,,,,
SCVL,"Shoe Carnival, Inc.",$515.68M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,,,,,
SHOP,Shopify Inc.,$132.93B,2015,Technology,Computer Software: Prepackaged Software,,,,,
SHBI,Shore Bancshares Inc,$166.71M,n/a,Finance,Major Banks,,,,,
SSTI,"ShotSpotter, Inc.",$379.52M,2017,Technology,Computer Software: Prepackaged Software,,,,,
SSTK,"Shutterstock, Inc.",$2.49B,2012,Technology,EDP Services,,,,,
SBSW,Sibanye Stillwater Limited,$9.78B,n/a,n/a,n/a,,,,,
SIBN,"SI-BONE, Inc.",$749.48M,2018,Health Care,Medical/Dental Instruments,,,,,
SIEB,Siebert Financial Corp.,$109.89M,n/a,Finance,Investment Bankers/Brokers/Service,,,,,
SIEN,"Sientra, Inc.",$260.85M,2014,Health Care,Industrial Specialties,,,,,
BSRR,Sierra Bancorp,$337.9M,n/a,Finance,Major Banks,,,,,
SMTS,Sierra Metals Inc.,$488.4M,n/a,Basic Industries,Precious Metals,,,,,
SRRA,"Sierra Oncology, Inc.",$153.91M,2015,Health Care,Major Pharmaceuticals,,,,,
SWIR,"Sierra Wireless, Inc.",$532.25M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,
SIF,"SIFCO Industries, Inc.",$22.48M,n/a,Capital Goods,Aerospace,,,,,
SIFY,Sify Technologies Limited,$206.11M,n/a,Technology,"Computer Software: Programming, Data Processing",,,,,
SIGA,SIGA Technologies Inc.,$536.38M,n/a,Health Care,Major Pharmaceuticals,,,,,
SGLB,"Sigma Labs, Inc.",$17.49M,n/a,Consumer Durables,Miscellaneous manufacturing industries,,,,,
SGLBW,"Sigma Labs, Inc.",n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,,,,,
SGMA,"SigmaTron International, Inc.",$14.55M,1994,Technology,Electrical Products,,,,,
SBNY,Signature Bank,$6.01B,2004,Finance,Major Banks,,,,,
SIG,Signet Jewelers Limited,$1.59B,n/a,Consumer Services,Consumer Specialties,,,,,
SLN,Silence Therapeutics Plc,$497.59M,n/a,Health Care,Major Pharmaceuticals,,,,,
SLGN,Silgan Holdings Inc.,$3.74B,1997,Consumer Durables,Containers/Packaging,,,,,
SILC,Silicom Ltd,$278.99M,n/a,Technology,Computer Communications Equipment,,,,,
SLAB,"Silicon Laboratories, Inc.",$5.14B,2000,Technology,Semiconductors,,,,,
SIMO,Silicon Motion Technology Corporation,$1.39B,2005,Technology,Semiconductors,,,,,
SILK,"Silk Road Medical, Inc.",$1.95B,2019,Health Care,Medical/Dental Instruments,,,,,
SSPK,Silver Spike Acquisition Corp.,$321.25M,2019,Finance,Business Services,,,,,
SSPKU,Silver Spike Acquisition Corp.,n/a,2019,Finance,Business Services,,,,,
SSPKW,Silver Spike Acquisition Corp.,n/a,2019,Finance,Business Services,,,,,
SBOW,"SilverBow Resorces, Inc.",$69.35M,n/a,Energy,Oil & Gas Production,,,,,
SVM,Silvercorp Metals Inc.,$1.05B,n/a,Basic Industries,Precious Metals,,,,,
SAMG,Silvercrest Asset Management Group Inc.,$191.01M,2013,Finance,Investment Managers,,,,,
SILV,SilverCrest Metals Inc.,$1.13B,2018,Basic Industries,Precious Metals,,,,,
SI,Silvergate Capital Corporation,$665.29M,2019,Finance,Major Banks,,,,,
SSNT,"SilverSun Technologies, Inc.",$13.64M,n/a,Miscellaneous,Business Services,,,,,
SFNC,Simmons First National Corporation,$2.12B,n/a,Finance,Major Banks,,,,,
SPG,"Simon Property Group, Inc.",$27.09B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
SPG^J,"Simon Property Group, Inc.",n/a,n/a,n/a,n/a,,,,,
SSD,"Simpson Manufacturing Company, Inc.",$3.99B,n/a,Capital Goods,Industrial Machinery/Components,,,,,
SLP,"Simulations Plus, Inc.",$1.12B,n/a,Technology,EDP Services,,,,,
SINA,Sina Corporation,$2.59B,n/a,Technology,Computer Software: Prepackaged Software,,,,,
SBGI,"Sinclair Broadcast Group, Inc.",$2.02B,1995,Consumer Services,Broadcasting,,,,,
SINO,"Sino-Global Shipping America, Ltd.",$9.81M,n/a,Transportation,Oil Refining/Marketing,,,,,
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",$2.37B,n/a,Basic Industries,Major Chemicals,,,,,
SVA,"Sinovac Biotech, Ltd.",$639.9M,n/a,Health Care,Major Pharmaceuticals,,,,,
SINT,"SiNtx Technologies, Inc.",$48.55M,2014,Health Care,Medical/Dental Instruments,,,,,
SIOX,Sio Gene Therapies Inc.,$120.2M,n/a,Health Care,Major Pharmaceuticals,,,,,
SPQQ,Siren Large Cap Blend Index ETF,n/a,n/a,n/a,n/a,,,,,
BLCN,Siren Nasdaq NexGen Economy ETF,n/a,n/a,n/a,n/a,,,,,
SG,"Sirius International Insurance Group, Ltd.",$1.36B,n/a,Finance,Property-Casualty Insurers,,,,,
SIRI,Sirius XM Holdings Inc.,$27.58B,n/a,Consumer Services,Broadcasting,,,,,
SRVA,"SIRVA, Inc.",n/a,n/a,n/a,n/a,,,,,
SITC,SITE Centers Corp.,$1.95B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
SITC^A,SITE Centers Corp.,n/a,n/a,n/a,n/a,,,,,
SITC^K,SITE Centers Corp.,n/a,n/a,n/a,n/a,,,,,
SITE,"SiteOne Landscape Supply, Inc.",$6.11B,2016,Consumer Non-Durables,Farming/Seeds/Milling,,,,,
SITM,SiTime Corporation,$1.47B,2019,Technology,Semiconductors,,,,,
SIX,Six Flags Entertainment Corporation New,$2.61B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,,,,,
TSLX,"Sixth Street Specialty Lending, Inc.",$1.39B,2014,n/a,n/a,,,,,
SYTA,"Siyata Mobile, Inc.",$22M,2020,Public Utilities,Telecommunications Equipment,,,,,
SYTAW,"Siyata Mobile, Inc.",n/a,2020,Public Utilities,Telecommunications Equipment,,,,,
SJW,SJW Group,$1.87B,n/a,Public Utilities,Water Supply,,,,,
SKM,"SK Telecom Co., Ltd.",$15.49B,n/a,Public Utilities,Telecommunications Equipment,,,,,
SKX,"Skechers U.S.A., Inc.",$5.26B,1999,Consumer Non-Durables,Shoe Manufacturing,,,,,
EDTK,Skillful Craftsman Education Technology Limited,$37.56M,2020,Consumer Services,Other Consumer Services,,,,,
SKY,Skyline Champion Corporation,$1.74B,n/a,Basic Industries,Homebuilding,,,,,
SKYW,"SkyWest, Inc.",$2.15B,1986,Transportation,Air Freight/Delivery Services,,,,,
SWKS,"Skyworks Solutions, Inc.",$23.45B,n/a,Technology,Semiconductors,,,,,
SLG,SL Green Realty Corp,$4.2B,1997,Consumer Services,Real Estate Investment Trusts,,,,,
SLG^I,SL Green Realty Corp,n/a,n/a,n/a,n/a,,,,,
WORK,"Slack Technologies, Inc.",$24.46B,2019,Technology,Computer Software: Prepackaged Software,,,,,
SNBR,Sleep Number Corporation,$1.93B,n/a,Consumer Durables,Home Furnishings,,,,,
SLM,SLM Corporation,$3.98B,n/a,Finance,Finance: Consumer Services,,,,,
SLMBP,SLM Corporation,n/a,n/a,Finance,Finance: Consumer Services,,,,,
SM,SM Energy Company,$484.64M,n/a,Energy,Oil & Gas Production,,,,,
SGH,"SMART Global Holdings, Inc.",$749.44M,2017,Technology,Semiconductors,,,,,
SND,"Smart Sand, Inc.",$80.29M,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,,,,
SMBK,"SmartFinancial, Inc.",$269.05M,n/a,Finance,Major Banks,,,,,
SMAR,Smartsheet Inc.,$7B,2018,Technology,Computer Software: Prepackaged Software,,,,,
SDC,"SmileDirectClub, Inc.",$4.75B,2019,Health Care,Medical/Dental Instruments,,,,,
SNN,"Smith & Nephew SNATS, Inc.",$17.23B,n/a,Health Care,Industrial Specialties,,,,,
SWBI,"Smith & Wesson Brands, Inc.",$881.04M,n/a,Capital Goods,Ordnance And Accessories,,,,,
SMSI,"Smith Micro Software, Inc.",$222.17M,1995,Technology,Computer Software: Prepackaged Software,,,,,
SMID,Smith-Midland Corporation,$43.51M,n/a,Capital Goods,Building Materials,,,,,
SMTX,SMTC Corporation,$128.1M,2000,Technology,Electrical Products,,,,,
SNAP,Snap Inc.,$66.18B,2017,Technology,"Computer Software: Programming, Data Processing",,,,,
SNA,Snap-On Incorporated,$9.53B,n/a,Capital Goods,Industrial Machinery/Components,,,,,
SNOW,Snowflake Inc.,$90.16B,2020,Technology,Computer Software: Prepackaged Software,,,,,
TLMD,"SOC Telemed, Inc.",$618.8M,2020,Health Care,Misc Health and Biotechnology Services,,,,,
TLMDW,"SOC Telemed, Inc.",n/a,2020,Health Care,Misc Health and Biotechnology Services,,,,,
IPOB,Social Capital Hedosophia Holdings Corp. II,$1.17B,2020,Finance,Real Estate,,,,,
IPOB.U,Social Capital Hedosophia Holdings Corp. II,n/a,2020,n/a,n/a,,,,,
IPOB.WS,Social Capital Hedosophia Holdings Corp. II,n/a,n/a,n/a,n/a,,,,,
IPOC,Social Capital Hedosophia Holdings Corp. III,$1.08B,2020,Health Care,Medical Specialities,,,,,
IPOC.U,Social Capital Hedosophia Holdings Corp. III,n/a,2020,n/a,n/a,,,,,
IPOC.WS,Social Capital Hedosophia Holdings Corp. III,n/a,n/a,n/a,n/a,,,,,
IPOD.U,Social Capital Hedosophia Holdings Corp. IV,n/a,2020,n/a,n/a,,,,,
IPOE.U,Social Capital Hedosophia Holdings Corp. V,n/a,2020,n/a,n/a,,,,,
IPOF.U,Social Capital Hedosophia Holdings Corp. VI,n/a,2020,n/a,n/a,,,,,
SQM,Sociedad Quimica y Minera S.A.,$12.39B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,,,,
SCKT,"Socket Mobile, Inc.",$15.29M,n/a,Technology,Computer Manufacturing,,,,,
GIGE,SoFi Gig Economy ETF,n/a,n/a,n/a,n/a,,,,,
SAII,Software Acquisition Group Inc. II,$210.67M,2020,Finance,Business Services,,,,,
SAIIU,Software Acquisition Group Inc. II,n/a,2020,Finance,Business Services,,,,,
SAIIW,Software Acquisition Group Inc. II,n/a,2020,Finance,Business Services,,,,,
SOGO,Sogou Inc.,$3.42B,2017,Technology,EDP Services,,,,,
SOHU,Sohu.com Limited ,$720.97M,n/a,Technology,EDP Services,,,,,
SLRC,Solar Capital Ltd.,$744.21M,2010,n/a,n/a,,,,,
SUNS,Solar Senior Capital Ltd.,$236.72M,n/a,n/a,n/a,,,,,
SEDG,"SolarEdge Technologies, Inc.",$14.24B,2015,Technology,Semiconductors,,,,,
SOI,"Solaris Oilfield Infrastructure, Inc.",$304.62M,2017,Energy,Metal Fabrications,,,,,
SWI,SolarWinds Corporation,$7.19B,2018,Technology,Computer Software: Prepackaged Software,,,,,
SLNO,"Soleno Therapeutics, Inc.",$156.05M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,
SLGL,Sol-Gel Technologies Ltd.,$207.01M,2018,Health Care,Major Pharmaceuticals,,,,,
SLDB,Solid Biosciences Inc.,$200.09M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
SNGX,"Soligenix, Inc.",$67.75M,n/a,Health Care,Major Pharmaceuticals,,,,,
SNGXW,"Soligenix, Inc.",n/a,n/a,Health Care,Major Pharmaceuticals,,,,,
XPL,Solitario Zinc Corp.,$28.47M,n/a,Basic Industries,Precious Metals,,,,,
SOLY,"Soliton, Inc.",$194.52M,2019,Health Care,Medical/Dental Instruments,,,,,
SAH,"Sonic Automotive, Inc.",$1.7B,1997,Consumer Durables,Automotive Aftermarket,,,,,
SONM,"Sonim Technologies, Inc.",$42.26M,2019,Public Utilities,Telecommunications Equipment,,,,,
SONN,"Sonnet BioTherapeutics Holdings, Inc.",$36.43M,n/a,Health Care,Major Pharmaceuticals,,,,,
SON,Sonoco Products Company,$5.83B,n/a,Consumer Durables,Containers/Packaging,,,,,
SNOA,"Sonoma Pharmaceuticals, Inc.",$13.77M,n/a,Health Care,Major Pharmaceuticals,,,,,
SONO,"Sonos, Inc.",$2.51B,2018,Consumer Non-Durables,Consumer Electronics/Appliances,,,,,
SNE,Sony Corp Ord,$115.08B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,,,,,
SRNE,"Sorrento Therapeutics, Inc.",$2.16B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
SOS,SOS Limited,$69.13M,2017,Finance,Finance: Consumer Services,,,,,
SHC,Sotera Health Company,$7.51B,2020,Health Care,Misc Health and Biotechnology Services,,,,,
SOHO,Sotherly Hotels Inc.,$34.23M,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
SOHOB,Sotherly Hotels Inc.,n/a,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
SOHON,Sotherly Hotels Inc.,n/a,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
SOHOO,Sotherly Hotels Inc.,n/a,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
SFBC,"Sound Financial Bancorp, Inc.",$81.62M,n/a,Finance,Savings Institutions,,,,,
SOR,"Source Capital, Inc.",$329.4M,n/a,n/a,n/a,,,,,
SJI,"South Jersey Industries, Inc.",$2.32B,n/a,Public Utilities,Oil/Gas Transmission,,,,,
SJIJ,"South Jersey Industries, Inc.",n/a,2019,Public Utilities,Oil/Gas Transmission,,,,,
SJIU,"South Jersey Industries, Inc.",n/a,n/a,Public Utilities,Oil/Gas Transmission,,,,,
SMMC,South Mountain Merger Corp.,$403.13M,2019,Technology,EDP Services,,,,,
SMMCU,South Mountain Merger Corp.,$442.19M,2019,Technology,EDP Services,,,,,
SMMCW,South Mountain Merger Corp.,n/a,2019,Technology,EDP Services,,,,,
SPFI,"South Plains Financial, Inc.",$318.74M,2019,Finance,Major Banks,,,,,
SSB,South State Corporation,$4.72B,n/a,Finance,Major Banks,,,,,
SCE^G,Southern California Edison Company,n/a,n/a,n/a,n/a,,,,,
SCE^H,Southern California Edison Company,n/a,n/a,n/a,n/a,,,,,
SCE^J,Southern California Edison Company,n/a,n/a,n/a,n/a,,,,,
SCE^K,Southern California Edison Company,n/a,n/a,n/a,n/a,,,,,
SCE^L,Southern California Edison Company,n/a,n/a,n/a,n/a,,,,,
SO,Southern Company (The),$63.22B,n/a,Public Utilities,Electric Utilities: Central,,,,,
SOJB,Southern Company (The),n/a,2016,Public Utilities,Electric Utilities: Central,,,,,
SOJC,Southern Company (The),n/a,2017,Public Utilities,Electric Utilities: Central,,,,,
SOJD,Southern Company (The),n/a,2020,Public Utilities,Electric Utilities: Central,,,,,
SOJE,Southern Company (The),n/a,2020,Public Utilities,Electric Utilities: Central,,,,,
SOLN,Southern Company (The),n/a,2019,Public Utilities,Electric Utilities: Central,,,,,
SCCO,Southern Copper Corporation,$45.9B,n/a,Basic Industries,Precious Metals,,,,,
SFST,"Southern First Bancshares, Inc.",$246.83M,n/a,Finance,Major Banks,,,,,
SMBC,"Southern Missouri Bancorp, Inc.",$275.49M,n/a,Finance,Banks,,,,,
SONA,"Southern National Bancorp of Virginia, Inc.",$266.59M,n/a,Finance,Major Banks,,,,,
SBSI,"Southside Bancshares, Inc.",$972.32M,n/a,Finance,Major Banks,,,,,
LUV,Southwest Airlines Company,$27.35B,n/a,Transportation,Air Freight/Delivery Services,,,,,
SWX,"Southwest Gas Holdings, Inc.",$3.63B,n/a,Public Utilities,Oil & Gas Production,,,,,
SWN,Southwestern Energy Company,$2.1B,n/a,Energy,Oil & Gas Production,,,,,
SY,So-Young International Inc.,$1.36B,2019,Technology,EDP Services,,,,,
SP,SP Plus Corporation,$656.63M,n/a,Consumer Services,Rental/Leasing Companies,,,,,
SGRP,"SPAR Group, Inc.",$19.85M,n/a,Miscellaneous,Business Services,,,,,
SPKE,"Spark Energy, Inc.",$328.77M,2014,Public Utilities,Power Generation,,,,,
SPKEP,"Spark Energy, Inc.",n/a,n/a,Public Utilities,Power Generation,,,,,
LOV,"Spark Networks, Inc.",$119.08M,2017,Consumer Services,Other Consumer Services,,,,,
TMTS,Spartacus Acquisition Corporation,$247.5M,2020,Finance,Business Services,,,,,
TMTSU,Spartacus Acquisition Corporation,n/a,2020,Finance,Business Services,,,,,
TMTSW,Spartacus Acquisition Corporation,n/a,2020,Finance,Business Services,,,,,
SPRQ.U,Spartan Acquisition Corp. II,n/a,2020,n/a,n/a,,,,,
SPTN,SpartanNash Company,$677.1M,n/a,Consumer Non-Durables,Food Distributors,,,,,
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,n/a,n/a,n/a,n/a,,,,,
SPE,Special Opportunities Fund Inc.,$111.19M,n/a,n/a,n/a,,,,,
SPE^B,Special Opportunities Fund Inc.,n/a,n/a,n/a,n/a,,,,,
SPB           ,"Spectrum Brands Holdings, Inc.",$2.88B,n/a,Miscellaneous,Industrial Machinery/Components,,,,,
SPPI,"Spectrum Pharmaceuticals, Inc.",$687.29M,n/a,Health Care,Major Pharmaceuticals,,,,,
SPRO,"Spero Therapeutics, Inc.",$450.65M,2017,Health Care,Major Pharmaceuticals,,,,,
ANY,Sphere 3D Corp.,$13.45M,n/a,Technology,EDP Services,,,,,
SPI,"SPI Energy Co., Ltd.",$199.2M,n/a,Technology,Semiconductors,,,,,
SPEL,"Spinal Elements Holdings, Inc.",n/a,n/a,Health Care,Medical/Dental Instruments,,,,,
SR,Spire Inc.,$3.3B,n/a,Public Utilities,Oil/Gas Transmission,,,,,
SR^A,Spire Inc.,n/a,n/a,n/a,n/a,,,,,
SPR,"Spirit Aerosystems Holdings, Inc.",$3.59B,2006,Capital Goods,Military/Government/Technical,,,,,
SAVE,"Spirit Airlines, Inc.",$2.21B,n/a,Transportation,Air Freight/Delivery Services,,,,,
SAVE,"Spirit Airlines, Inc.",$2.21B,n/a,Transportation,Air Freight/Delivery Services,,,,,
STXB,"Spirit of Texas Bancshares, Inc.",$270.07M,2018,Finance,Major Banks,,,,,
SRC,"Spirit Realty Capital, Inc.",$4.01B,2013,Consumer Services,Building operators,,,,,
SRC^A,"Spirit Realty Capital, Inc.",n/a,n/a,n/a,n/a,,,,,
SPLK,Splunk Inc.,$32.75B,2012,Technology,Computer Software: Prepackaged Software,,,,,
SPOK,"Spok Holdings, Inc.",$187.53M,n/a,Public Utilities,Telecommunications Equipment,,,,,
SEAH,Sports Entertainment Acquisition Corp.,$548.44M,2020,Finance,Business Services,,,,,
SEAH.U,Sports Entertainment Acquisition Corp.,n/a,2020,n/a,n/a,,,,,
SEAH.WS,Sports Entertainment Acquisition Corp.,n/a,n/a,n/a,n/a,,,,,
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",$607.45M,2014,Consumer Services,Other Specialty Stores,,,,,
SPOT,Spotify Technology S.A.,$55.24B,2018,Consumer Services,Broadcasting,,,,,
SRLP,Sprague Resources LP,$395.69M,2013,Energy,Oil Refining/Marketing,,,,,
SVSVU,Spring Valley Acquisition Corp.,n/a,2020,Finance,Business Services,,,,,
SWTX,"SpringWorks Therapeutics, Inc.",$3.19B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
FUND,"Sprott Focus Trust, Inc.",$200M,n/a,Consumer Services,Miscellaneous,,,,,
SII,Sprott Inc.,$745.28M,2020,Finance,Finance: Consumer Services,,,,,
SPT,"Sprout Social, Inc",$2.72B,2019,Technology,Computer Software: Prepackaged Software,,,,,
SFM,"Sprouts Farmers Market, Inc.",$2.5B,2013,Consumer Services,Food Chains,,,,,
SPRB,"Spruce Biosciences, Inc.",$665.08M,2020,Health Care,Major Pharmaceuticals,,,,,
SPSC,"SPS Commerce, Inc.",$3.64B,2010,Technology,Computer Software: Prepackaged Software,,,,,
SPXC,SPX Corporation,$2.29B,n/a,Technology,Industrial Machinery/Components,,,,,
FLOW,"SPX FLOW, Inc.",$2.26B,2015,Technology,Industrial Machinery/Components,,,,,
SQ,"Square, Inc.",$95.13B,2015,Technology,Computer Software: Prepackaged Software,,,,,
SQZ,SQZ Biotechnologies Company,$743.14M,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
SRAX,"SRAX, Inc.",$45.36M,n/a,Technology,Advertising,,,,,
SSNC,"SS&C Technologies Holdings, Inc.",$17.63B,2010,Technology,Computer Software: Prepackaged Software,,,,,
SSRM,SSR Mining Inc.,$4.04B,n/a,Basic Industries,Precious Metals,,,,,
JOE,St. Joe Company (The),$1.94B,n/a,Consumer Services,Homebuilding,,,,,
STAA,STAAR Surgical Company,$3.29B,n/a,Health Care,Ophthalmic Goods,,,,,
SRAC,Stable Road Acquisition Corp.,$294.91M,2019,Capital Goods,Military/Government/Technical,,,,,
SRACU,Stable Road Acquisition Corp.,n/a,2019,Capital Goods,Military/Government/Technical,,,,,
SRACW,Stable Road Acquisition Corp.,n/a,2019,Capital Goods,Military/Government/Technical,,,,,
STAF,"Staffing 360 Solutions, Inc.",$10.71M,n/a,Technology,Professional Services,,,,,
STAG,"Stag Industrial, Inc.",$4.44B,2011,Consumer Services,Real Estate Investment Trusts,,,,,
STAG^C,"Stag Industrial, Inc.",n/a,n/a,n/a,n/a,,,,,
STMP,Stamps.com Inc.,$3.42B,1999,Miscellaneous,Business Services,,,,,
STND,Standard AVB Financial Corp.,$156.45M,n/a,Finance,Major Banks,,,,,
SMP,"Standard Motor Products, Inc.",$1.04B,n/a,Capital Goods,Auto Parts:O.E.M.,,,,,
SXI,Standex International Corporation,$934.21M,n/a,Technology,Industrial Machinery/Components,,,,,
SWK,"Stanley Black & Decker, Inc.",$29.53B,n/a,Capital Goods,Industrial Machinery/Components,,,,,
SWT,"Stanley Black & Decker, Inc.",n/a,2019,Capital Goods,Industrial Machinery/Components,,,,,
STN,Stantec Inc,$3.38B,n/a,Consumer Services,Military/Government/Technical,,,,,
SBLK,Star Bulk Carriers Corp.,$788.71M,n/a,Transportation,Marine Transportation,,,,,
SBLKZ,Star Bulk Carriers Corp.,n/a,n/a,Transportation,Marine Transportation,,,,,
SGU,"Star Group, L.P.",$405.21M,n/a,Consumer Services,Other Specialty Stores,,,,,
STPK,Star Peak Energy Transition Corp.,$486.67M,2020,Finance,Business Services,,,,,
STPK.U,Star Peak Energy Transition Corp.,n/a,2020,n/a,n/a,,,,,
STPK.WS,Star Peak Energy Transition Corp.,n/a,n/a,n/a,n/a,,,,,
SVAC,Starboard Value Acquisition Corp.,$506.3M,2020,Finance,Business Services,,,,,
SVACU,Starboard Value Acquisition Corp.,n/a,2020,Finance,Business Services,,,,,
SVACW,Starboard Value Acquisition Corp.,n/a,2020,Finance,Business Services,,,,,
SBUX,Starbucks Corporation,$115.05B,1992,Consumer Services,Restaurants,,,,,
SRT,"StarTek, Inc.",$315.09M,1997,Technology,Professional Services,,,,,
STWD,"STARWOOD PROPERTY TRUST, INC.",$5.11B,2009,Consumer Services,Real Estate Investment Trusts,,,,,
STFC,State Auto Financial Corporation,$658.44M,1991,Finance,Property-Casualty Insurers,,,,,
STT,State Street Corporation,$24.87B,n/a,Finance,Major Banks,,,,,
STT^D,State Street Corporation,n/a,n/a,n/a,n/a,,,,,
STT^G,State Street Corporation,n/a,n/a,n/a,n/a,,,,,
MITO,Stealth BioTherapeutics Corp.,$67.86M,2019,Health Care,Major Pharmaceuticals,,,,,
GASS,"StealthGas, Inc.",$84.42M,2005,Transportation,Marine Transportation,,,,,
STCN,"Steel Connect, Inc.",$56.61M,n/a,Miscellaneous,Business Services,,,,,
